chuzu,ditie,fukuan,jiage,louceng,mianji,xiaoqu,zhuangxiu
整租,距离地铁西四745米,押1付3,14000,中楼层/11层,89,西城晶华,精装
整租,距离地铁灵境胡同652米,押1付3,25000,高楼层/22层,137,丰侨公寓,精装
整租,距离地铁西单535米,押1付3,23000,中楼层/8层,100,丽华苑,中装
整租,距离地铁长椿街504米,押2付3,10000,中楼层/18层,70,新文化街,精装
整租,距离地铁灵境胡同585米,押2付3,7500,高楼层/12层,52,丰汇园小区,精装
整租,距离地铁灵境胡同585米,押2付3,12000,高楼层/12层,65,丰汇园小区,精装
整租,距离地铁灵境胡同585米,押2付3,9000,高楼层/10层,56,丰汇园小区,精装
整租,距离地铁长椿街383米,押2付3,15000,中楼层/16层,65,北京尊府,精装
整租,距离地铁灵境胡同323米,押1付3,14000,高楼层/9层,79,宏英园,精装
整租,距离地铁复兴门424米,押1付3,30000,高楼层/14层,120,长安兴融中心,精装
整租,距离地铁西四727米,押2付3,6500,中楼层/6层,45,羊肉胡同,精装
整租,距离地铁复兴门424米,押2付3,13000,低楼层/14层,60,长安兴融中心,精装
整租,距离地铁灵境胡同285米,押1付3,7500,中楼层/7层,50.3,宏汇园,中装
整租,距离地铁西四745米,押2付3,19000,高楼层/11层,92,西城晶华,精装
整租,距离地铁灵境胡同585米,押1付3,11000,低楼层/11层,80,丰汇园小区,中装
整租,距离地铁西单659米,押2付3,7500,中楼层/6层,45,京畿道,精装
整租,距离地铁阜成门345米,押2付3,14000,高楼层/19层,90,民康胡同,精装
整租,距离地铁西单659米,押2付3,12000,低楼层/6层,106,京畿道,中装
整租,距离地铁灵境胡同285米,押2付3,9500,中楼层/7层,78,宏汇园,精装
整租,距离地铁灵境胡同232米,押2付3,8500,中楼层/6层,55,粉子胡同,精装
整租,距离地铁灵境胡同285米,押1付3,8500,高楼层/7层,55,宏汇园,精装
整租,距离地铁灵境胡同585米,押1付3,12000,中楼层/12层,70,丰汇园小区,中装
整租,距离地铁西单659米,押2付3,7000,低楼层/6层,41.4,京畿道,中装
整租,距离地铁西四745米,押2付3,18000,中楼层/11层,98,西城晶华,精装
整租,距离地铁灵境胡同585米,押2付3,9800,低楼层/12层,65,丰汇园小区,精装
整租,距离地铁灵境胡同537米,押1付3,43000,低楼层/8层,198.5,丰融园,精装
整租,距离地铁灵境胡同585米,押2付3,12000,高楼层/12层,65,丰汇园小区,精装
整租,距离地铁西四745米,押1付3,15000,高楼层/11层,75.26,西城晶华,中装
整租,距离地铁阜成门345米,押2付3,18000,中楼层/18层,142,民康胡同,精装
整租,距离地铁灵境胡同652米,押1付3,12000,中楼层/22层,68,丰侨公寓,简装
整租,距离地铁复兴门424米,押2付3,35000,高楼层/14层,156,长安兴融中心,精装
整租,距离地铁长椿街504米,押1付3,11000,高楼层/18层,80,新文化街,精装
整租,距离地铁长椿街479米,押2付3,14000,高楼层/18层,90,佟麟阁路62号院,中装
金融街,距离地铁长椿街578米,押1付3,3600,低楼层/16层,14,宣武门西大街新华社家属楼,其他
整租,距离地铁长椿街372米,押2付3,10000,底层/13层,100,宣武门西大街,简装
金融街,距离地铁长椿街578米,押1付3,6500,高楼层/16层,42.9,宣武门西大街新华社家属楼,其他
距离地铁长椿街272米,距离地铁长椿街272米,押2付3,7800,顶层/6层,60,石灯胡同6号院,随时看房
整租,距离地铁西四745米,押2付3,14000,中楼层/11层,70,西城晶华,精装
整租,距离地铁宣武门575米,押2付3,55000,底层/1层,200,东太平街胡同区,精装
整租,距离地铁复兴门454米,押2付3,70129,低楼层/10层,129.87,华荣公寓,毛坯
整租,距离地铁复兴门454米,押2付3,86275,低楼层/10层,159.77,华荣公寓,毛坯
整租,距离地铁复兴门454米,押2付3,71469,低楼层/10层,132.35,华荣公寓,毛坯
整租,距离地铁复兴门454米,押2付3,85168,低楼层/10层,157.72,华荣公寓,毛坯
整租,距离地铁复兴门454米,押2付3,63460,低楼层/10层,117.52,华荣公寓,毛坯
整租,距离地铁复兴门424米,押2付3,32000,中楼层/14层,122,长安兴融中心,中装
整租,距离地铁西单659米,押2付3,8000,低楼层/6层,55,京畿道,中装
整租,距离地铁阜成门345米,押2付3,8500,高楼层/18层,60,民康胡同,精装
整租,距离地铁灵境胡同585米,押1付3,12000,高楼层/11层,80,丰汇园小区,中装
整租,距离地铁灵境胡同585米,押1付3,12000,中楼层/11层,74,丰汇园小区,中装
整租,距离地铁西四745米,押2付3,38000,顶层/8层,154,西城晶华,精装
整租,距离地铁西单659米,押2付3,7000,低楼层/6层,45,京畿道,简装
整租,距离地铁西单659米,押2付3,8500,高楼层/6层,60,京畿道,中装
整租,距离地铁灵境胡同323米,押2付3,13200,中楼层/9层,75,宏英园,精装
整租,距离地铁灵境胡同285米,押2付3,10000,高楼层/7层,74,宏汇园,精装
整租,距离地铁灵境胡同585米,押1付6,12000,中楼层/12层,66,丰汇园小区,简装
整租,距离地铁复兴门824米,押2付3,45000,底层/8层,171,中海凯旋,中装
整租,距离地铁灵境胡同585米,押2付3,28000,低楼层/6层,147,丰汇园小区,精装
合租,距离地铁复兴门824米,押2付3,21700,中楼层/8层,155,中海凯旋,精装
整租,距离地铁长椿街383米,押2付3,13000,中楼层/16层,77,北京尊府,中装
整租,距离地铁西单721米,押2付3,11000,顶层/17层,65,二龙路,中装
整租,距离地铁长椿街383米,押2付3,14000,高楼层/16层,66,北京尊府,精装
整租,距离地铁长椿街372米,押2付3,24000,底层/13层,280,宣武门西大街,中装
整租,距离地铁灵境胡同585米,押2付3,18000,中楼层/6层,100,丰汇园小区,精装
整租,距离地铁长椿街504米,押1付3,36000,底层/1层,160,新文化街,中装
