chuzu,ditie,fukuan,jiage,louceng,mianji,xiaoqu,zhuangxiu
皂君庙,距离地铁大钟寺1045米,押1付3,7500,中楼层/6层,62,皂君东里,其他
皂君庙,距离地铁魏公村325米,押1付3,6800,中楼层/9层,45,天作国际,其他
皂君庙,距离地铁大钟寺360米,押1付3,5100,高楼层/18层,50,明光北里,其他
整租,距离地铁魏公村325米,押2付3,6800,中楼层/17层,50,天作国际,中装
皂君庙,距离地铁魏公村325米,押1付3,7000,高楼层/9层,38,天作国际,其他
皂君庙,距离地铁大钟寺639米,押1付3,7200,底层/7层,60,皂君庙丙4号院,其他
皂君庙,距离地铁大钟寺639米,押1付3,6400,高楼层/7层,45.16,皂君庙丙4号院,其他
皂君庙,距离地铁大钟寺1045米,押1付3,7500,中楼层/6层,57.3,皂君东里,其他
皂君庙,距离地铁魏公村325米,押1付3,6900,高楼层/17层,56,天作国际,其他
整租,距离地铁人民大学402米,押2付3,19800,高楼层/22层,110,铸诚大厦,精装
皂君庙,距离地铁大钟寺596米,押1付3,9800,顶层/6层,70,大钟寺甲133号院,其他
整租,距离地铁人民大学402米,押2付3,19800,高楼层/22层,110,铸诚大厦,精装
距离地铁大钟寺409米,距离地铁大钟寺409米,押1付3,2900,中楼层/6层,15,大钟寺133号,合租
皂君庙,距离地铁魏公村467米,押1付3,6000,底层/5层,35.7,农科院教师家属楼,其他
皂君庙,距离地铁大钟寺549米,押1付3,10200,高楼层/6层,115.6,四道口9号院,其他
皂君庙,距离地铁魏公村325米,押1付3,7000,高楼层/10层,46,天作国际,其他
皂君庙,距离地铁大钟寺553米,押1付3,6000,中楼层/6层,44.6,皂君庙丙2号院,其他
皂君庙,距离地铁大钟寺596米,押1付3,7800,顶层/6层,65.3,大钟寺甲133号院,其他
皂君庙,距离地铁大钟寺360米,押1付3,7280,中楼层/16层,60,明光北里,其他
皂君庙,距离地铁魏公村325米,押1付12,7000,底层/9层,38.79,天作国际,其他
距离地铁大钟寺360米,距离地铁大钟寺360米,押1付3,3780,低楼层/16层,20,明光北里,合租
皂君庙,距离地铁魏公村986米,押1付3,7500,低楼层/6层,60,皂君西里,其他
皂君庙,距离地铁大钟寺1045米,押1付3,8000,高楼层/7层,57.24,皂君东里,其他
皂君庙,距离地铁大钟寺623米,押1付3,7200,中楼层/5层,62,学院南路39号院,其他
整租,距离地铁魏公村732米,押2付3,8500,高楼层/6层,60,学院南路72号院,中装
皂君庙,距离地铁大钟寺623米,押1付3,7200,中楼层/6层,63,学院南路39号院,其他
整租,距离地铁魏公村325米,押2付3,7000,高楼层/17层,52,天作国际,中装
合租,距离地铁人民大学794米,押2付3,2800,高楼层/6层,20,中关村南大街甲8号,精装
